identificador;clase;cu;canton
10397735;MOTOCICLETA;0.2;21701
10398083;MOTOCICLETA;0.2;21701
10398113;MOTOCICLETA;0.2;21701
10398116;MOTOCICLETA;0.2;21701
10398117;MOTOCICLETA;0.2;21701
10400850;MOTOCICLETA;0.2;21701
10403532;MOTOCICLETA;0.2;21701
10403976;MOTOCICLETA;0.2;21701
10404114;MOTOCICLETA;0.2;21701
10404441;MOTOCICLETA;0.2;21701
10409384;MOTOCICLETA;0.2;21701
10410455;MOTOCICLETA;0.2;21701
10412253;MOTOCICLETA;0.2;21701
10412747;MOTOCICLETA;0.2;21701
10414733;MOTOCICLETA;0.2;21701
10414743;MOTOCICLETA;0.2;21701
10414746;MOTOCICLETA;0.2;21701
10414760;MOTOCICLETA;0.2;21701
10414910;MOTOCICLETA;0.2;21701
10414946;MOTOCICLETA;0.2;21701
10417964;MOTOCICLETA;0.2;21701
10418022;MOTOCICLETA;0.2;21701
10418118;MOTOCICLETA;0.2;21701
10418333;MOTOCICLETA;0.2;21701
10418805;MOTOCICLETA;0.2;21701
10419509;MOTOCICLETA;0.2;21701
10419614;MOTOCICLETA;0.2;21701
10421214;MOTOCICLETA;0.2;21701
10421763;MOTOCICLETA;0.2;21701
10421855;MOTOCICLETA;0.2;21701
10422191;MOTOCICLETA;0.2;21701
10424751;MOTOCICLETA;0.2;21701
10424871;MOTOCICLETA;0.2;21701
10425393;MOTOCICLETA;0.2;21701
10425675;MOTOCICLETA;0.2;21701
10425711;MOTOCICLETA;0.2;21701
10425732;MOTOCICLETA;0.2;21701
10425840;MOTOCICLETA;0.2;21701
10425855;MOTOCICLETA;0.2;21701
10425881;MOTOCICLETA;0.2;21701
10426079;MOTOCICLETA;0.2;21701
10428531;MOTOCICLETA;0.2;21701
10429722;MOTOCICLETA;0.2;21701
10430739;MOTOCICLETA;0.2;21701
10433595;MOTOCICLETA;0.2;21701
10433723;MOTOCICLETA;0.2;21701
10434021;MOTOCICLETA;0.2;21701
10434623;MOTOCICLETA;0.2;21701
10434912;MOTOCICLETA;0.2;21701
10435001;MOTOCICLETA;0.2;21701
10435568;MOTOCICLETA;0.2;21701
10435634;MOTOCICLETA;0.2;21701
10438704;MOTOCICLETA;0.2;21701
10438736;MOTOCICLETA;0.2;21701
10439553;MOTOCICLETA;0.2;21701
10440377;MOTOCICLETA;0.2;21701
10440497;MOTOCICLETA;0.2;21701
10440503;MOTOCICLETA;0.2;21701
10441013;MOTOCICLETA;0.2;21701
10442412;MOTOCICLETA;0.2;21701
10442562;MOTOCICLETA;0.2;21701
10443867;MOTOCICLETA;0.2;21701
10446621;MOTOCICLETA;0.2;21701
10447010;MOTOCICLETA;0.2;21701
10448271;MOTOCICLETA;0.2;21701
10448363;MOTOCICLETA;0.2;21701
10450211;MOTOCICLETA;0.2;21701
10451652;MOTOCICLETA;0.2;21701
10451709;MOTOCICLETA;0.2;21701
10452182;MOTOCICLETA;0.2;21701
10454549;MOTOCICLETA;0.2;21701
10457042;MOTOCICLETA;0.2;21701
10458206;MOTOCICLETA;0.2;21701
10458780;MOTOCICLETA;0.2;21701
10458873;MOTOCICLETA;0.2;21701
10459482;MOTOCICLETA;0.2;21701
10459608;MOTOCICLETA;0.2;21701
10460654;MOTOCICLETA;0.2;21701
10460688;MOTOCICLETA;0.2;21701
10462172;MOTOCICLETA;0.2;21701
10463355;MOTOCICLETA;0.2;21701
10463363;MOTOCICLETA;0.2;21701
10463370;MOTOCICLETA;0.2;21701
10464063;MOTOCICLETA;0.2;21701
10464072;MOTOCICLETA;0.2;21701
10465917;MOTOCICLETA;0.2;21701
10466148;MOTOCICLETA;0.2;21701
10466168;MOTOCICLETA;0.2;21701
10466679;MOTOCICLETA;0.2;21701
10467438;MOTOCICLETA;0.2;21701
10467747;MOTOCICLETA;0.2;21701
10469037;MOTOCICLETA;0.2;21701
10469156;MOTOCICLETA;0.2;21701
10469246;MOTOCICLETA;0.2;21701
10469247;MOTOCICLETA;0.2;21701
10469568;MOTOCICLETA;0.2;21701
10469586;MOTOCICLETA;0.2;21701
10470462;MOTOCICLETA;0.2;21701
10473372;MOTOCICLETA;0.2;21701
10481925;MOTOCICLETA;0.2;21701
10482068;MOTOCICLETA;0.2;21701
10482747;MOTOCICLETA;0.2;21701
10484579;MOTOCICLETA;0.2;21701
10486031;MOTOCICLETA;0.2;21701
10487471;MOTOCICLETA;0.2;21701
10487829;MOTOCICLETA;0.2;21701
10488441;MOTOCICLETA;0.2;21701
10489221;MOTOCICLETA;0.2;21701
10491317;MOTOCICLETA;0.2;21701
10493771;MOTOCICLETA;0.2;21701
10493988;MOTOCICLETA;0.2;21701
10494093;MOTOCICLETA;0.2;21701
10494812;MOTOCICLETA;0.2;21701
10494921;MOTOCICLETA;0.2;21701
10494954;MOTOCICLETA;0.2;21701
10494968;MOTOCICLETA;0.2;21701
10495413;MOTOCICLETA;0.2;21701
10495458;MOTOCICLETA;0.2;21701
10495460;MOTOCICLETA;0.2;21701
10495532;MOTOCICLETA;0.2;21701
10495676;MOTOCICLETA;0.2;21701
10495683;MOTOCICLETA;0.2;21701
10495722;MOTOCICLETA;0.2;21701
10495787;MOTOCICLETA;0.2;21701
10496132;MOTOCICLETA;0.2;21701
10496144;MOTOCICLETA;0.2;21701
10496150;MOTOCICLETA;0.2;21701
10496181;MOTOCICLETA;0.2;21701
10496196;MOTOCICLETA;0.2;21701
10496261;MOTOCICLETA;0.2;21701
10496393;MOTOCICLETA;0.2;21701
10496406;MOTOCICLETA;0.2;21701
10496456;MOTOCICLETA;0.2;21701
10496486;MOTOCICLETA;0.2;21701
10496565;MOTOCICLETA;0.2;21701
10496631;MOTOCICLETA;0.2;21701
10496655;MOTOCICLETA;0.2;21701
10496730;MOTOCICLETA;0.2;21701
10502109;MOTOCICLETA;0.2;21701
10504185;MOTOCICLETA;0.2;21701
10504197;MOTOCICLETA;0.2;21701
10504200;MOTOCICLETA;0.2;21701
10504206;MOTOCICLETA;0.2;21701
10504460;MOTOCICLETA;0.2;21701
10504463;MOTOCICLETA;0.2;21701
10504469;MOTOCICLETA;0.2;21701
10504551;MOTOCICLETA;0.2;21701
10504857;MOTOCICLETA;0.2;21701
10504884;MOTOCICLETA;0.2;21701
10504890;MOTOCICLETA;0.2;21701
10507553;MOTOCICLETA;0.2;21701
10507887;MOTOCICLETA;0.2;21701
10507892;MOTOCICLETA;0.2;21701
10508213;MOTOCICLETA;0.2;21701
10508241;MOTOCICLETA;0.2;21701
10508264;MOTOCICLETA;0.2;21701
10508292;MOTOCICLETA;0.2;21701
10508417;MOTOCICLETA;0.2;21701
10508481;MOTOCICLETA;0.2;21701
10508580;MOTOCICLETA;0.2;21701
10509074;MOTOCICLETA;0.2;21701
10509221;MOTOCICLETA;0.2;21701
10509318;MOTOCICLETA;0.2;21701
10512128;MOTOCICLETA;0.2;21701
10512204;MOTOCICLETA;0.2;21701
10513451;MOTOCICLETA;0.2;21701
10513812;MOTOCICLETA;0.2;21701
10514949;MOTOCICLETA;0.2;21701
10515107;MOTOCICLETA;0.2;21701
10515122;MOTOCICLETA;0.2;21701
10515267;MOTOCICLETA;0.2;21701
10515423;MOTOCICLETA;0.2;21701
10515443;MOTOCICLETA;0.2;21701
10515464;MOTOCICLETA;0.2;21701
10515572;MOTOCICLETA;0.2;21701
10515837;MOTOCICLETA;0.2;21701
10515876;MOTOCICLETA;0.2;21701
10515912;MOTOCICLETA;0.2;21701
10516176;MOTOCICLETA;0.2;21701
10517867;MOTOCICLETA;0.2;21701
10519088;MOTOCICLETA;0.2;21701
10519877;MOTOCICLETA;0.2;21701
10520325;MOTOCICLETA;0.2;21701
10520472;MOTOCICLETA;0.2;21701
10520502;MOTOCICLETA;0.2;21701
10520841;MOTOCICLETA;0.2;21701
10521125;MOTOCICLETA;0.2;21701
10521176;MOTOCICLETA;0.2;21701
10521179;MOTOCICLETA;0.2;21701
10523099;MOTOCICLETA;0.2;21701
10523118;MOTOCICLETA;0.2;21701
10523487;MOTOCICLETA;0.2;21701
10523495;MOTOCICLETA;0.2;21701
10523687;MOTOCICLETA;0.2;21701
10523924;MOTOCICLETA;0.2;21701
10523936;MOTOCICLETA;0.2;21701
10524494;MOTOCICLETA;0.2;21701
10524966;MOTOCICLETA;0.2;21701
10528034;MOTOCICLETA;0.2;21701
10528551;MOTOCICLETA;0.2;21701
10531833;MOTOCICLETA;0.2;21701
10531848;MOTOCICLETA;0.2;21701
10532154;MOTOCICLETA;0.2;21701
10532169;MOTOCICLETA;0.2;21701
10532171;MOTOCICLETA;0.2;21701
10532172;MOTOCICLETA;0.2;21701
10532418;MOTOCICLETA;0.2;21701
10532438;MOTOCICLETA;0.2;21701
10532463;MOTOCICLETA;0.2;21701
10532519;MOTOCICLETA;0.2;21701
10532520;MOTOCICLETA;0.2;21701
10532552;MOTOCICLETA;0.2;21701
10532628;MOTOCICLETA;0.2;21701
10534047;MOTOCICLETA;0.2;21701
10534152;MOTOCICLETA;0.2;21701
10535271;MOTOCICLETA;0.2;21701
10535291;MOTOCICLETA;0.2;21701
10536254;MOTOCICLETA;0.2;21701
10537221;MOTOCICLETA;0.2;21701
10537464;MOTOCICLETA;0.2;21701
10537485;MOTOCICLETA;0.2;21701
10537551;MOTOCICLETA;0.2;21701
10537553;MOTOCICLETA;0.2;21701
10537569;MOTOCICLETA;0.2;21701
10537583;MOTOCICLETA;0.2;21701
10537587;MOTOCICLETA;0.2;21701
10537617;MOTOCICLETA;0.2;21701
10538991;MOTOCICLETA;0.2;21701
10540805;MOTOCICLETA;0.2;21701
10541007;MOTOCICLETA;0.2;21701
10541682;MOTOCICLETA;0.2;21701
10541684;MOTOCICLETA;0.2;21701
10542257;MOTOCICLETA;0.2;21701
10542504;MOTOCICLETA;0.2;21701
10542554;MOTOCICLETA;0.2;21701
10542999;MOTOCICLETA;0.2;21701
10545764;MOTOCICLETA;0.2;21701
10549157;MOTOCICLETA;0.2;21701
10551890;MOTOCICLETA;0.2;21701
10552068;MOTOCICLETA;0.2;21701
10553019;MOTOCICLETA;0.2;21701
10553021;MOTOCICLETA;0.2;21701
10553072;MOTOCICLETA;0.2;21701
10553316;MOTOCICLETA;0.2;21701
10553327;MOTOCICLETA;0.2;21701
10556876;MOTOCICLETA;0.2;21701
10559363;MOTOCICLETA;0.2;21701
10560398;MOTOCICLETA;0.2;21701
10560546;MOTOCICLETA;0.2;21701
10560549;MOTOCICLETA;0.2;21701
10560713;MOTOCICLETA;0.2;21701
10560720;MOTOCICLETA;0.2;21701
10560732;MOTOCICLETA;0.2;21701
10560795;MOTOCICLETA;0.2;21701
10560815;MOTOCICLETA;0.2;21701
10561580;MOTOCICLETA;0.2;21701
10561596;MOTOCICLETA;0.2;21701
10561692;MOTOCICLETA;0.2;21701
10561734;MOTOCICLETA;0.2;21701
10561742;MOTOCICLETA;0.2;21701
10561758;MOTOCICLETA;0.2;21701
10561793;MOTOCICLETA;0.2;21701
10561830;MOTOCICLETA;0.2;21701
10562001;MOTOCICLETA;0.2;21701
10562015;MOTOCICLETA;0.2;21701
10562070;MOTOCICLETA;0.2;21701
10562142;MOTOCICLETA;0.2;21701
10562453;MOTOCICLETA;0.2;21701
10562918;MOTOCICLETA;0.2;21701
10563582;MOTOCICLETA;0.2;21701
10563588;MOTOCICLETA;0.2;21701
10563593;MOTOCICLETA;0.2;21701
10563605;MOTOCICLETA;0.2;21701
10564499;MOTOCICLETA;0.2;21701
10564584;MOTOCICLETA;0.2;21701
10564589;MOTOCICLETA;0.2;21701
10564631;MOTOCICLETA;0.2;21701
10564760;MOTOCICLETA;0.2;21701
10564775;MOTOCICLETA;0.2;21701
10564788;MOTOCICLETA;0.2;21701
10564872;MOTOCICLETA;0.2;21701
10564935;MOTOCICLETA;0.2;21701
10565769;MOTOCICLETA;0.2;21701
10565828;MOTOCICLETA;0.2;21701
10566204;MOTOCICLETA;0.2;21701
10566993;MOTOCICLETA;0.2;21701
10567085;MOTOCICLETA;0.2;21701
10567856;MOTOCICLETA;0.2;21701
10567970;MOTOCICLETA;0.2;21701
10568856;MOTOCICLETA;0.2;21701
10569170;MOTOCICLETA;0.2;21701
10569641;MOTOCICLETA;0.2;21701
10569714;MOTOCICLETA;0.2;21701
10570287;MOTOCICLETA;0.2;21701
10571960;MOTOCICLETA;0.2;21701
10573586;MOTOCICLETA;0.2;21701
10574306;MOTOCICLETA;0.2;21701
10574387;MOTOCICLETA;0.2;21701
10574388;MOTOCICLETA;0.2;21701
10574408;MOTOCICLETA;0.2;21701
10574411;MOTOCICLETA;0.2;21701
10574585;MOTOCICLETA;0.2;21701
10574657;MOTOCICLETA;0.2;21701
10574903;MOTOCICLETA;0.2;21701
10574969;MOTOCICLETA;0.2;21701
10575077;MOTOCICLETA;0.2;21701
10575372;MOTOCICLETA;0.2;21701
10575374;MOTOCICLETA;0.2;21701
10575375;MOTOCICLETA;0.2;21701
10576656;MOTOCICLETA;0.2;21701
10576665;MOTOCICLETA;0.2;21701
10576842;MOTOCICLETA;0.2;21701
10576851;MOTOCICLETA;0.2;21701
10576866;MOTOCICLETA;0.2;21701
10576881;MOTOCICLETA;0.2;21701
10576887;MOTOCICLETA;0.2;21701
10576904;MOTOCICLETA;0.2;21701
10576908;MOTOCICLETA;0.2;21701
10576910;MOTOCICLETA;0.2;21701
10576919;MOTOCICLETA;0.2;21701
10576931;MOTOCICLETA;0.2;21701
10576932;MOTOCICLETA;0.2;21701
10577537;MOTOCICLETA;0.2;21701
10581989;MOTOCICLETA;0.2;21701
10582535;MOTOCICLETA;0.2;21701
10582554;MOTOCICLETA;0.2;21701
10585311;MOTOCICLETA;0.2;21701
10589247;MOTOCICLETA;0.2;21701
10589307;MOTOCICLETA;0.2;21701
10589312;MOTOCICLETA;0.2;21701
10589316;MOTOCICLETA;0.2;21701
10589642;MOTOCICLETA;0.2;21701
10589678;MOTOCICLETA;0.2;21701
10589696;MOTOCICLETA;0.2;21701
10589705;MOTOCICLETA;0.2;21701
10589706;MOTOCICLETA;0.2;21701
10589708;MOTOCICLETA;0.2;21701
10589709;MOTOCICLETA;0.2;21701
10589712;MOTOCICLETA;0.2;21701
10589835;MOTOCICLETA;0.2;21701
10589916;MOTOCICLETA;0.2;21701
10590335;MOTOCICLETA;0.2;21701
10590891;MOTOCICLETA;0.2;21701
10594017;MOTOCICLETA;0.2;21701
10594041;MOTOCICLETA;0.2;21701
10594056;MOTOCICLETA;0.2;21701
10594067;MOTOCICLETA;0.2;21701
10594071;MOTOCICLETA;0.2;21701
10594074;MOTOCICLETA;0.2;21701
10594076;MOTOCICLETA;0.2;21701
10594085;MOTOCICLETA;0.2;21701
10594101;MOTOCICLETA;0.2;21701
10594103;MOTOCICLETA;0.2;21701
10594116;MOTOCICLETA;0.2;21701
10594119;MOTOCICLETA;0.2;21701
10594142;MOTOCICLETA;0.2;21701
10594158;MOTOCICLETA;0.2;21701
10594172;MOTOCICLETA;0.2;21701
10595577;MOTOCICLETA;0.2;21701
10595970;MOTOCICLETA;0.2;21701
10597902;MOTOCICLETA;0.2;21701
10597905;MOTOCICLETA;0.2;21701
10597908;MOTOCICLETA;0.2;21701
10597910;MOTOCICLETA;0.2;21701
10597935;MOTOCICLETA;0.2;21701
10598001;MOTOCICLETA;0.2;21701
10598013;MOTOCICLETA;0.2;21701
10598204;MOTOCICLETA;0.2;21701
10598394;MOTOCICLETA;0.2;21701
10598396;MOTOCICLETA;0.2;21701
10600226;MOTOCICLETA;0.2;21701
10602546;MOTOCICLETA;0.2;21701
10603278;MOTOCICLETA;0.2;21701
10610018;MOTOCICLETA;0.2;21701
10610063;MOTOCICLETA;0.2;21701
10610070;MOTOCICLETA;0.2;21701
10610118;MOTOCICLETA;0.2;21701
10610120;MOTOCICLETA;0.2;21701
10610177;MOTOCICLETA;0.2;21701
10610186;MOTOCICLETA;0.2;21701
10610226;MOTOCICLETA;0.2;21701
10610238;MOTOCICLETA;0.2;21701
10610501;MOTOCICLETA;0.2;21701
10613670;MOTOCICLETA;0.2;21701
10614738;MOTOCICLETA;0.2;21701
